Id,Name,Image_url,Tutorial_url,Description,Type,Level1,Level2
286,Personalized Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-2.1mb.ratio-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-2.1mb.ratio,"mb.ratio=c(0.5,0.5)",Upset Plot,BASICS,Ranking
287,Personalized Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-2.2color-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-2.2color,UpSetR package provides multiple parameters to set the color of different parts of the Upset,Upset Plot,BASICS,Ranking
288,Personalized Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-2.3queries-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-2.3queries,Using queries parameters to highlight certain intersections,Upset Plot,BASICS,Ranking
289,Personalized Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-2.4font-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-2.4font,Adjusting labels and fonts,Upset Plot,BASICS,Ranking
290,Advanced Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-3.1params-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-3.1params,Using the queries parameter to highlight some properties,Upset Plot,BASICS,Ranking
291,Advanced Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-3.2expression-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-3.2expression,Using expression parameter to further restrict the query condition,Upset Plot,BASICS,Ranking
292,Advanced Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-3.3continue-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-3.3continue,Upset plot for continuous variables,Upset Plot,BASICS,Ranking
293,Advanced Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-3.4attribute.plots-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-3.4attribute.plots,Key Parameters: attribute.plots,Upset Plot,BASICS,Ranking
294,Advanced Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-3.5boxplot.summary-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-3.5boxplot.summary,Key Parameters: boxplot.summary,Upset Plot,BASICS,Ranking
295,Biological Data Example for Upset Plot,https://openbiox.github.io/Bizard/Ranking/UpsetPlot_files/figure-html/fig-4.1boxplot.summary-1.png,https://openbiox.github.io/Bizard/Ranking/UpsetPlot.html#fig-4.1boxplot.summary,Using the df_complex_conditions dataset in the ggupset package,Upset Plot,BASICS,Ranking
296,Barplot Using iris Data,https://openbiox.github.io/Bizard/Composition/GroupedBarplot_files/figure-html/fig1GroupBar-1.png,https://openbiox.github.io/Bizard/Composition/GroupedBarplot.html#grouped-bar-chart,Grouped barplot using the ggplot2 and iris dataset,Grouped and Stacked Barplot,BASICS,Composition
297,Barplot Using iris Data,https://openbiox.github.io/Bizard/Composition/GroupedBarplot_files/figure-html/fig2StackBar-1.png,https://openbiox.github.io/Bizard/Composition/GroupedBarplot.html#stacked-bar-chart,Stacked Barplot using the ggplot2 and iris dataset,Grouped and Stacked Barplot,BASICS,Composition
298,Barplot Using iris Data,https://openbiox.github.io/Bizard/Composition/GroupedBarplot_files/figure-html/fig3PercentStackBar-1.png,https://openbiox.github.io/Bizard/Composition/GroupedBarplot.html#percentage-stacked-bar-chart,Percentage stacked barplot using ggplot2 and iris dataset,Grouped and Stacked Barplot,BASICS,Composition
299,Barplot Using iris Data,https://openbiox.github.io/Bizard/Composition/GroupedBarplot_files/figure-html/fig4GroupBarCustom-1.png,https://openbiox.github.io/Bizard/Composition/GroupedBarplot.html#custom-grouped-bar-chart,Custom grouped barplot using ggplot2 and iris dataset,Grouped and Stacked Barplot,BASICS,Composition
300,Barplot Using iris Data,https://openbiox.github.io/Bizard/Composition/GroupedBarplot_files/figure-html/fig5geom_text-1.png,https://openbiox.github.io/Bizard/Composition/GroupedBarplot.html#custom-grouped-bar-chart,Add numerical labels,Grouped and Stacked Barplot,BASICS,Composition
301,Barplot Using iris Data,https://openbiox.github.io/Bizard/Composition/GroupedBarplot_files/figure-html/fig6facet-1.png,https://openbiox.github.io/Bizard/Composition/GroupedBarplot.html#faceted-bar-chart,Faceted barplot,Grouped and Stacked Barplot,BASICS,Composition
302,Barplot Using TCGA Data,https://openbiox.github.io/Bizard/Composition/GroupedBarplot_files/figure-html/fig7GroupBar-1.png,https://openbiox.github.io/Bizard/Composition/GroupedBarplot.html#grouped-bar-chart-1,Grouped barplot using the ggplot2 and TCGA-STAD dataset,Grouped and Stacked Barplot,BASICS,Composition
303,Barplot Using TCGA Data,https://openbiox.github.io/Bizard/Composition/GroupedBarplot_files/figure-html/fig8StackBar-1.png,https://openbiox.github.io/Bizard/Composition/GroupedBarplot.html#stacked-bar-chart-1,Stacked Barplot using the ggplot2 and TCGA-STAD dataset,Grouped and Stacked Barplot,BASICS,Composition
304,Barplot Using Base R,https://openbiox.github.io/Bizard/Composition/GroupedBarplot_files/figure-html/fig9GroupBar-1.png,https://openbiox.github.io/Bizard/Composition/GroupedBarplot.html#grouped-bar-chart-2,Grouped barplot using the base R and iris dataset,Grouped and Stacked Barplot,BASICS,Composition
305,Barplot Using Base R,https://openbiox.github.io/Bizard/Composition/GroupedBarplot_files/figure-html/fig10StackBar-1.png,https://openbiox.github.io/Bizard/Composition/GroupedBarplot.html#stacked-bar-chart-2,Stacked Barplot using the base R and iris dataset,Grouped and Stacked Barplot,BASICS,Composition
306,Barplot Using Base R,https://openbiox.github.io/Bizard/Composition/GroupedBarplot_files/figure-html/fig11PercentStackBar-1.png,https://openbiox.github.io/Bizard/Composition/GroupedBarplot.html#percentage-stacked-bar-chart-1,Percentage stacked barplot using the base R and iris dataset,Grouped and Stacked Barplot,BASICS,Composition
307,Single Variable Classification Treemap,https://openbiox.github.io/Bizard/Composition/Treemap_files/figure-html/fig-Labelfill-1.png,https://openbiox.github.io/Bizard/Composition/Treemap.html#fig-Labelfill,Color according to the label,Treemap,BASICS,Composition
308,Single Variable Classification Treemap,https://openbiox.github.io/Bizard/Composition/Treemap_files/figure-html/fig-Sizefill-1.png,https://openbiox.github.io/Bizard/Composition/Treemap.html#fig-Sizefill,Color according to data size,Treemap,BASICS,Composition
309,Single Variable Classification Treemap,https://openbiox.github.io/Bizard/Composition/Treemap_files/figure-html/fig-HALLMARK-1.png,https://openbiox.github.io/Bizard/Composition/Treemap.html#fig-HALLMARK,HALLMARK analysis results data,Treemap,BASICS,Composition
310,Multivariate Classification Treemap,https://openbiox.github.io/Bizard/Composition/Treemap_files/figure-html/fig-datalabel-1.png,https://openbiox.github.io/Bizard/Composition/Treemap.html#fig-datalabel,Color matching based on data labels,Treemap,BASICS,Composition
311,Multivariate Classification Treemap,https://openbiox.github.io/Bizard/Composition/Treemap_files/figure-html/fig-datasize-1.png,https://openbiox.github.io/Bizard/Composition/Treemap.html#fig-datasize,Color according to data size,Treemap,BASICS,Composition
312,Multivariate Classification Treemap,https://openbiox.github.io/Bizard/Composition/Treemap_files/figure-html/fig-KEGG-1.png,https://openbiox.github.io/Bizard/Composition/Treemap.html#fig-KEGG,KEGG pathway analysis results data,Treemap,BASICS,Composition
313,Basic Donut Chart,https://openbiox.github.io/Bizard/Composition/Donut_files/figure-html/fig-TCGAdata-1.png,https://openbiox.github.io/Bizard/Composition/Donut.html#fig-TCGAdata,Basic donut chart using the ggplot2 package and TCGA_clinical dataset,Donut Chart,BASICS,Composition
314,Basic Donut Chart,https://openbiox.github.io/Bizard/Composition/Donut_files/figure-html/fig-Beautify-1.png,https://openbiox.github.io/Bizard/Composition/Donut.html#fig-Beautify,Beautify donut chart using ggplot2 package,Donut Chart,BASICS,Composition
315,Basic Donut Chart,https://openbiox.github.io/Bizard/Composition/Donut_files/figure-html/fig-mtcarsdata-1.png,https://openbiox.github.io/Bizard/Composition/Donut.html#fig-mtcarsdata,Basic donut chart using the ggplot2 package and mtcars dataset,Donut Chart,BASICS,Composition
316,Change Thickness for Donut Chart,https://openbiox.github.io/Bizard/Composition/Donut_files/figure-html/fig-thickTCGA-1.png,https://openbiox.github.io/Bizard/Composition/Donut.html#fig-thickTCGA,Taking TCGA data as an example,Donut Chart,BASICS,Composition
317,Change Thickness for Donut Chart,https://openbiox.github.io/Bizard/Composition/Donut_files/figure-html/fig-thickmtcars-1.png,https://openbiox.github.io/Bizard/Composition/Donut.html#fig-thickmtcars,Take mtcars data as an example,Donut Chart,BASICS,Composition
318,Basic Bar Chart,https://openbiox.github.io/Bizard/Composition/PieChart_files/figure-html/fig1BasicBar-1.png,https://openbiox.github.io/Bizard/Composition/PieChart.html#basic-pie-chart,Basic bar chart using the ggplot2 package and manually created dataset,Pie Chart,BASICS,Composition
319,Basic Pie Chart,https://openbiox.github.io/Bizard/Composition/PieChart_files/figure-html/fig2BasicPie-1.png,https://openbiox.github.io/Bizard/Composition/PieChart.html#basic-pie-chart,Basic pie chart using the ggplot2 package and manually created dataset,Pie Chart,BASICS,Composition
320,Simple Pie Chart,https://openbiox.github.io/Bizard/Composition/PieChart_files/figure-html/fig3SimplePie-1.png,https://openbiox.github.io/Bizard/Composition/PieChart.html#simple-pie-chart,"Using theme_void() to remove elements such as grid, backgroundcolor, and axis.label",Pie Chart,BASICS,Composition
321,Custom Colors for Pie Chart,https://openbiox.github.io/Bizard/Composition/PieChart_files/figure-html/fig4Color-1.png,https://openbiox.github.io/Bizard/Composition/PieChart.html#custom-colors,Use scale_fill_manual() to customize colors,Pie Chart,BASICS,Composition
322,Add Labels for Pie Chart,https://openbiox.github.io/Bizard/Composition/PieChart_files/figure-html/fig5AddLabel-1.png,https://openbiox.github.io/Bizard/Composition/PieChart.html#add-labels,Add labels for pie chart using ggplot2 package,Pie Chart,BASICS,Composition
323,Add Percentage Labels for Pie Chart,https://openbiox.github.io/Bizard/Composition/PieChart_files/figure-html/fig6AddPercentLabel-1.png,https://openbiox.github.io/Bizard/Composition/PieChart.html#add-percentage-labels,Add percentage labels for pie chart using ggplot2 package,Pie Chart,BASICS,Composition
324,Place the Label Outside the Pie Chart,https://openbiox.github.io/Bizard/Composition/PieChart_files/figure-html/fig7Out-1.png,https://openbiox.github.io/Bizard/Composition/PieChart.html#place-the-label-outside-the-pie-chart,Place the label outside the pie chart using ggplot2 package,Pie Chart,BASICS,Composition
325,Add Labels to the Lines Pointing to the Pie Chart,https://openbiox.github.io/Bizard/Composition/PieChart_files/figure-html/fig8Line-1.png,https://openbiox.github.io/Bizard/Composition/PieChart.html#add-labels-to-the-lines-pointing-to-the-pie-chart,Add labels to the lines pointing to the pie chart using ggplot2 package,Pie Chart,BASICS,Composition
326,Basic Pie Chart,https://openbiox.github.io/Bizard/Composition/PartPieChart_files/figure-html/fig-1.1BasicPlot-1.png,https://openbiox.github.io/Bizard/Composition/PartPieChart.html#fig-1.1BasicPlot,Basic pie chart using the ggplot2 package and manually created dataset,Part Pie Chart,BASICS,Composition
327,Basic Pie Chart,https://openbiox.github.io/Bizard/Composition/PartPieChart_files/figure-html/fig-1.2BasicPlot-1.png,https://openbiox.github.io/Bizard/Composition/PartPieChart.html#fig-1.2BasicPlot,Hole in the middle pie chart,Part Pie Chart,BASICS,Composition
328,Advanced Pie Chart,https://openbiox.github.io/Bizard/Composition/PartPieChart_files/figure-html/fig-2.13DPie-1.png,https://openbiox.github.io/Bizard/Composition/PartPieChart.html#fig-2.13DPie,Draw a 3D pie chart,Part Pie Chart,BASICS,Composition
329,Advanced Pie Chart,https://openbiox.github.io/Bizard/images/Composition/PartPieChart_fig2.png,https://openbiox.github.io/Bizard/Composition/PartPieChart.html#fig-Fig2-2,Part highlights the pie chart,Part Pie Chart,BASICS,Composition
330,Dendrogram of Hierarchical Data,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig1dendrogram-1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#basic-plot,Basic dendrogram using the ggraph package and warpbreaks dataset,Dendrogram,BASICS,Composition
331,Dendrogram of Hierarchical Data,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig2circular-1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#custom-tree-diagram,Use the circular = TRUE parameter to draw a circular dendrogram,Dendrogram,BASICS,Composition
332,Dendrogram of Hierarchical Data,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig3edge_link-1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#custom-tree-diagram,Choose different edge styles,Dendrogram,BASICS,Composition
333,Dendrogram of Hierarchical Data,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig4node_text-1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#custom-tree-diagram,Using geom_node_text and geom_node_point to add labels and nodes,Dendrogram,BASICS,Composition
334,Dendrogram of Hierarchical Data,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig5node_point-1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#custom-tree-diagram,Add color or shape to the dendrogram,Dendrogram,BASICS,Composition
335,Interactive Dendrogram,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Dendrogram_plot1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#interactive-tree-diagram,Use the CollapsibleTree package to draw interactive dendrogram,Dendrogram,BASICS,Composition
336,Clustering Dendrogram,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig7Basehclust-1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#basic-tree-diagram,Hierarchical clustering of TCGA-BRCA samples,Dendrogram,BASICS,Composition
337,Clustering Dendrogram,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig8Zoom-1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#zoom-group,Zoom on a part of the dendrogram,Dendrogram,BASICS,Composition
338,Clustering Dendrogram,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig9Color-1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#colors-and-legends,Add colors and legends to the dendrogram,Dendrogram,BASICS,Composition
339,Dendrogram Using dendextend Package,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig10Basedendextend-1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#basic-tree-diagram-1,Basic dendrogram using the dendextend package and mtcars dataset,Dendrogram,BASICS,Composition
340,Dendrogram Using dendextend Package,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig11set-1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#custom-tree-diagram-1,Set labels_col to the dendrogram,Dendrogram,BASICS,Composition
341,Dendrogram Using dendextend Package,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig11set-2.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#custom-tree-diagram-1,Set nodes_col to the dendrogram,Dendrogram,BASICS,Composition
342,Dendrogram Using dendextend Package,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig11set-3.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#custom-tree-diagram-1,Set leaves_col to the dendrogram,Dendrogram,BASICS,Composition
343,Dendrogram Using dendextend Package,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig12rect.dendrogram-1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#highlight-clusters,Branches can be colored and marked based on their clustering properties,Dendrogram,BASICS,Composition
344,Dendrogram Using dendextend Package,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig13rect.dendrogram-1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#highlight-clusters,The rect.dendrogram() function even allows highlighting one or more specific clusters using rectangles,Dendrogram,BASICS,Composition
345,Dendrogram Using dendextend Package,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig14colored_bars-1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#comparison-with-expected-clustering,Comparing the obtained clusters with the expected distribution is a common task,Dendrogram,BASICS,Composition
346,Dendrogram Using dendextend Package,https://openbiox.github.io/Bizard/Composition/Dendrogram_files/figure-html/fig15tanglegram-1.png,https://openbiox.github.io/Bizard/Composition/Dendrogram.html#comparing-two-tree-diagrams,The tanglegram() function can be used to compare two dendrites,Dendrogram,BASICS,Composition
347,Single-level Circular Packing Chart,https://openbiox.github.io/Bizard/Composition/CircularPacking_files/figure-html/fig1BasicPlot-1.png,https://openbiox.github.io/Bizard/Composition/CircularPacking.html#basic-circular-packing-chart,Basic circular packing chart using the ggplot2 package and GO analysis dataset,Circular Packing Chart,BASICS,Composition
